atDate,close,adjClose,monthReturnSign,yearReturnSign
200112,1.36,1.11761,0,0
200201,1.64,1.34771,1,0
200202,1.81,1.48741,1,0
200203,1.76,1.44632,-1,0
200204,1.4,1.15048,-1,0
200205,1.4,1.16289,1,0
200206,1.44,1.19611,1,0
200207,1.24,1.02999,-1,0
200208,1.14,0.94692,-1,0
200209,0.77,0.63959,-1,0
200210,0.86,0.71435,1,0
200211,1.05,0.87217,1,0
200212,1.13,0.93862,1,-1
200301,1.26,1.0466,1,-1
200302,1.47,1.22103,1,-1
200303,1.4,1.16289,-1,-1
200304,1.36,1.12966,-1,-1
200305,1.67,1.43204,1,1
200306,1.74,1.49207,1,1
200307,2.3,1.97228,1,1
200308,2.375,2.03659,1,1
200309,2.6,2.22953,1,1
200310,4,3.43004,1,1
200311,4.025,3.45148,1,1
200312,5.9,5.05931,1,1
200401,5.1,4.37331,-1,1
200402,6.3,5.40232,1,1
200403,6.35,5.44519,1,1
200404,4.575,3.92311,-1,1
200405,4.475,3.91437,-1,1
200406,4.175,3.65195,-1,1
200407,4.075,3.56448,-1,1
200408,3.825,3.3458,-1,1
200409,5.05,4.41733,1,1
200410,4.45,3.8925,-1,1
200411,5,4.37359,1,1
200412,4.6,4.02371,-1,-1
200501,4.275,3.73942,-1,-1
200502,5.25,4.59227,1,-1
200503,4.5,3.93623,-1,-1
200504,4.2,3.67382,-1,-1
200505,4,3.63644,-1,-1
200506,4.325,3.9319,1,1
200507,4.475,4.06826,1,1
200508,4.275,3.88644,-1,1
200509,4.9,4.45463,1,1
200510,4.675,4.25008,-1,1
200511,5.6,5.09101,1,1
200512,5.9,5.36374,1,1
200601,7.15,6.50013,1,1
200602,7.95,7.22742,1,1
200603,8.2,7.45469,1,1
200604,7.7,7.17304,-1,1
200605,6.25,5.82228,-1,1
200606,5.75,5.35649,-1,1
200607,5.19,4.83482,-1,1
200608,5.55,5.17018,1,1
200609,4.95,4.77641,-1,1
200610,5.43,5.23957,1,1
200611,0,6.03082,1,1
200612,7.2,6.9475,1,1
200701,6.96,6.71592,-1,1
200702,7.48,7.21768,1,-1
200703,8.06,7.77734,1,1
200704,9.29,8.96421,1,1
200705,10.34,9.97739,1,1
200706,13.18,12.85881,1,1
200707,15.9,15.51252,1,1
200708,21.35,20.8297,1,1
200709,22.35,21.97646,1,1
200710,22.1,21.73064,-1,1
200711,17.56,17.26651,-1,1
200712,16.1,15.83092,-1,1
200801,10.94,10.75716,-1,1
200802,15.7,15.4376,1,1
200803,12.58,12.36975,-1,1
200804,13.18,13.01619,1,1
200805,13.54,13.37171,1,1
200806,8.99,8.87826,-1,-1
