atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2016-10-19,2016-10-21,0,5.68,5.67,5.68,5.67,5.76,95349064,543983457,5.70517878,5.68,5.67,5.68,5.67,5.76,95349064,5.70518,-0.01045
2016-10-18,2016-10-20,0,5.74,5.73,5.74,5.65,5.75,222810621,1271451351,5.70642165,5.74,5.73,5.74,5.65,5.75,222810621,5.70642,0.01773
2016-10-17,2016-10-19,0,5.64,5.63,5.64,5.59,5.68,168970661,952305893,5.63592453,5.64,5.63,5.64,5.59,5.68,168970661,5.63592,-0.00353
2016-10-14,2016-10-18,0,5.66,5.66,5.67,5.57,5.69,211258657,1190009452,5.63295,5.66,5.66,5.67,5.57,5.69,211258657,5.63295,0.01616
2016-10-13,2016-10-17,0,5.57,5.56,5.57,5.56,5.7,302305748,1694347747,5.6047487,5.57,5.56,5.57,5.56,5.7,302305748,5.60475,-0.02281
2016-10-12,2016-10-14,0,5.7,5.69,5.7,5.66,5.78,282878179,1613961465,5.70550005,5.7,5.69,5.7,5.66,5.78,282878179,5.7055,-0.01384
2016-10-11,2016-10-13,0,5.78,5.78,5.79,5.76,5.97,279139548,1627773427,5.83139666,5.78,5.78,5.79,5.76,5.97,279139548,5.8314,-0.02365
2016-10-07,2016-10-12,0,5.92,5.92,5.93,5.9,5.95,139717784,827425958,5.9221234,5.92,5.92,5.93,5.9,5.95,139717784,5.92212,0
2016-10-06,2016-10-11,0,5.92,5.92,5.93,5.86,5.93,181342276,1070681281,5.90420119,5.92,5.92,5.93,5.86,5.93,181342276,5.9042,0.01024
2016-10-05,2016-10-07,0,5.86,5.85,5.86,5.78,5.9,118394085,693337898,5.85618697,5.86,5.85,5.86,5.78,5.9,118394085,5.85619,0.00342
2016-10-04,2016-10-06,0,5.84,5.84,5.85,5.75,5.85,165330206,960664804,5.81058251,5.84,5.84,5.85,5.75,5.85,165330206,5.81058,0.00344
2016-10-03,2016-10-05,0,5.82,5.81,5.82,5.78,5.87,117347614,682599200,5.81689884,5.82,5.81,5.82,5.78,5.87,117347614,5.8169,0.01217
2016-09-30,2016-10-04,0,5.75,5.75,5.76,5.71,5.82,289489238,1668732498,5.76440254,5.75,5.75,5.76,5.71,5.82,289489238,5.7644,-0.02377
2016-09-29,2016-10-03,0,5.89,5.89,5.9,5.85,5.9,156640010,921193498,5.88095914,5.89,5.89,5.9,5.85,5.9,156640010,5.88096,0.00856
2016-09-28,2016-09-30,0,5.84,5.84,5.85,5.76,5.86,175874720,1024677600,5.826179,5.84,5.84,5.85,5.76,5.86,175874720,5.82618,-0.00341
2016-09-27,2016-09-29,0,5.86,5.86,5.87,5.79,5.89,346505385,2032611538,5.8660316,5.86,5.86,5.87,5.79,5.89,346505385,5.86603,0.01209
2016-09-26,2016-09-28,0,5.79,5.78,5.79,5.78,5.9,305359642,1777796543,5.82197612,5.79,5.78,5.79,5.78,5.9,305359642,5.82198,-0.02361
2016-09-23,2016-09-27,0,5.93,5.92,5.93,5.91,6.03,278788072,1664357733,5.96997469,5.93,5.92,5.93,5.91,6.03,278788072,5.96997,-0.00836
2016-09-22,2016-09-26,0,5.98,5.97,5.98,5.94,6.1,352842572,2126405041,6.02649796,5.98,5.97,5.98,5.94,6.1,352842572,6.0265,0
2016-09-21,2016-09-23,0,5.98,5.98,5.99,5.91,6,196489069,1173261154,5.97112684,5.98,5.98,5.99,5.91,6,196489069,5.97113,0.00843
2016-09-20,2016-09-22,0,5.93,5.93,5.94,5.87,5.95,218500693,1293248565,5.91873896,5.93,5.93,5.94,5.87,5.95,218500693,5.91874,0.00679
2016-09-19,2016-09-21,0,5.89,5.89,5.9,5.82,5.96,328054648,1940326738,5.91464486,5.89,5.89,5.9,5.82,5.96,328054648,5.91464,0.01377
2016-09-15,2016-09-20,0,5.81,5.81,5.82,5.75,5.86,297039987,1727512238,5.81575651,5.81,5.81,5.82,5.75,5.86,297039987,5.81576,0.00345
2016-09-14,2016-09-19,0,5.79,5.79,5.8,5.75,5.85,241385360,1402432650,5.80993251,5.79,5.79,5.8,5.75,5.85,241385360,5.80993,0.00347
2016-09-13,2016-09-15,0,5.77,5.77,5.78,5.76,5.89,298563190,1737889778,5.82084408,5.77,5.77,5.78,5.76,5.89,298563190,5.82084,0
2016-09-12,2016-09-14,0,5.77,5.76,5.77,5.77,5.95,543249147,3177664853,5.84936925,5.77,5.76,5.77,5.77,5.95,543249147,5.84937,-0.0541
2016-09-09,2016-09-13,0,6.1,6.1,6.11,6.02,6.14,494945605,3017994040,6.09762772,6.1,6.1,6.11,6.02,6.14,494945605,6.09763,0.01161
2016-09-08,2016-09-12,0,6.03,6.02,6.03,5.96,6.06,272098071,1642129936,6.03506644,6.03,6.02,6.03,5.96,6.06,272098071,6.03507,0.00333
2016-09-07,2016-09-09,0,6.01,6.01,6.02,6.01,6.09,364575087,2204019957,6.04544862,6.01,6.01,6.02,6.01,6.09,364575087,6.04545,-0.00988
2016-09-06,2016-09-08,0,6.07,6.06,6.07,5.95,6.08,305399354,1841068862,6.02839802,6.07,6.06,6.07,5.95,6.08,305399354,6.0284,0.01336
2016-09-05,2016-09-07,0,5.99,5.99,6,5.95,6,399645315,2389222200,5.97835658,5.99,5.99,6,5.95,6,399645315,5.97836,0.01012
2016-09-02,2016-09-06,0,5.93,5.92,5.93,5.87,5.96,572542294,3400771856,5.93977404,5.93,5.92,5.93,5.87,5.96,572542294,5.93977,0.00508
2016-09-01,2016-09-05,0,5.9,5.9,5.91,5.75,5.92,339854857,1993223178,5.8649248,5.9,5.9,5.91,5.75,5.92,339854857,5.86492,0.01724
2016-08-31,2016-09-02,0,5.8,5.8,5.81,5.78,5.85,291885154,1700254138,5.8250792,5.8,5.8,5.81,5.78,5.85,291885154,5.82508,-0.00172
2016-08-30,2016-09-01,0,5.81,5.81,5.82,5.77,5.84,319674955,1860128641,5.81881255,5.81,5.81,5.82,5.77,5.84,319674955,5.81881,0.0122
2016-08-29,2016-08-31,0,5.74,5.74,5.75,5.72,5.8,295328871,1704120525,5.77024698,5.74,5.74,5.75,5.72,5.8,295328871,5.77025,-0.0052
2016-08-26,2016-08-30,0,5.77,5.76,5.77,5.74,5.85,330244707,1910647820,5.78555168,5.77,5.76,5.77,5.74,5.85,330244707,5.78555,-0.00859
2016-08-25,2016-08-29,0,5.82,5.81,5.82,5.73,5.85,363139067,2112672893,5.81780669,5.82,5.81,5.82,5.73,5.85,363139067,5.81781,0.01394
2016-08-24,2016-08-26,0,5.74,5.73,5.74,5.67,5.8,333651881,1910930323,5.7273177,5.74,5.73,5.74,5.67,5.8,333651881,5.72732,-0.00864
2016-08-23,2016-08-25,0,5.79,5.79,5.8,5.76,5.8,309688521,1792645010,5.788542,5.79,5.79,5.8,5.76,5.8,309688521,5.78854,0
2016-08-22,2016-08-24,0,5.79,5.79,5.8,5.74,5.8,304643602,1760004372,5.77725697,5.79,5.79,5.8,5.74,5.8,304643602,5.77726,0.00696
2016-08-19,2016-08-23,0,5.75,5.75,5.76,5.69,5.8,414309600,2386484881,5.76014864,5.75,5.75,5.76,5.69,5.8,414309600,5.76015,0.00174
2016-08-18,2016-08-22,0,5.74,5.74,5.75,5.71,5.8,322982546,1861516808,5.76352138,5.74,5.74,5.75,5.71,5.8,322982546,5.76352,0.00525
2016-08-17,2016-08-19,0,5.71,5.71,5.72,5.71,5.79,425142872,2445480645,5.75213841,5.71,5.71,5.72,5.71,5.79,425142872,5.75214,-0.00523
